State,Date,Total_Tested,Total_Confirmed,Total_Recovered,Total_Deceased,Total_Vaccinated1,Total_Vaccinated2,Delta_Tested,Delta_Confirmed,Delta_Recovered,Delta_Deceased,Delta_Vaccinated1,Delta_Vaccinated2,Delta7_Tested,Delta7_Confirmed,Delta7_Recovered,Delta7_Deceased,Delta7_Vaccinated1,Delta7_Vaccinated2
Andaman and Nicobar Islands,2020-03-26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Andaman and Nicobar Islands,2020-03-27,0,6,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0
Andaman and Nicobar Islands,2020-03-28,0,9,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0
Andaman and Nicobar Islands,2020-03-29,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Andaman and Nicobar Islands,2020-03-30,0,10,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0
Andaman and Nicobar Islands,2020-03-31,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Andaman and Nicobar Islands,2020-04-01,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Andaman and Nicobar Islands,2020-04-02,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Andaman and Nicobar Islands,2020-04-03,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Andaman and Nicobar Islands,2020-04-04,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Andaman and Nicobar Islands,2020-04-05,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Andaman and Nicobar Islands,2020-04-06,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2020-04-07,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2020-04-08,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Andaman and Nicobar Islands,2020-04-09,0,11,10,0,0,0,0,0,10,0,0,0,0,1,10,0,0,0
Andaman and Nicobar Islands,2020-04-10,0,11,10,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Andaman and Nicobar Islands,2020-04-11,0,11,10,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Andaman and Nicobar Islands,2020-04-12,0,11,10,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Andaman and Nicobar Islands,2020-04-13,0,11,10,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Andaman and Nicobar Islands,2020-04-14,0,11,10,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Andaman and Nicobar Islands,2020-04-15,0,11,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-16,0,11,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Andaman and Nicobar Islands,2020-04-17,1403,12,11,0,0,0,1403,1,0,0,0,0,1403,1,1,0,0,0
Andaman and Nicobar Islands,2020-04-18,1403,14,11,0,0,0,0,2,0,0,0,0,1403,3,1,0,0,0
Andaman and Nicobar Islands,2020-04-19,1403,15,11,0,0,0,0,1,0,0,0,0,1403,4,1,0,0,0
Andaman and Nicobar Islands,2020-04-20,1403,16,11,0,0,0,0,1,0,0,0,0,1403,5,1,0,0,0
Andaman and Nicobar Islands,2020-04-21,1403,17,11,0,0,0,0,1,0,0,0,0,1403,6,1,0,0,0
Andaman and Nicobar Islands,2020-04-22,1403,18,11,0,0,0,0,1,0,0,0,0,1403,7,1,0,0,0
Andaman and Nicobar Islands,2020-04-23,1403,22,11,0,0,0,0,4,0,0,0,0,1403,11,0,0,0,0
Andaman and Nicobar Islands,2020-04-24,2679,29,11,0,0,0,1276,7,0,0,0,0,1276,17,0,0,0,0
Andaman and Nicobar Islands,2020-04-25,2679,33,11,0,0,0,0,4,0,0,0,0,1276,19,0,0,0,0
Andaman and Nicobar Islands,2020-04-26,2679,33,11,0,0,0,0,0,0,0,0,0,1276,18,0,0,0,0
Andaman and Nicobar Islands,2020-04-27,2848,33,11,0,0,0,169,0,0,0,0,0,1445,17,0,0,0,0
Andaman and Nicobar Islands,2020-04-28,2848,33,15,0,0,0,0,0,4,0,0,0,1445,16,4,0,0,0
Andaman and Nicobar Islands,2020-04-29,2848,33,15,0,0,0,0,0,0,0,0,0,1445,15,4,0,0,0
Andaman and Nicobar Islands,2020-04-30,2848,33,16,0,0,0,0,0,1,0,0,0,1445,11,5,0,0,0
Andaman and Nicobar Islands,2020-05-01,3754,33,16,0,0,0,906,0,0,0,0,0,1075,4,5,0,0,0
Andaman and Nicobar Islands,2020-05-02,3754,33,26,0,0,0,0,0,10,0,0,0,1075,0,15,0,0,0
Andaman and Nicobar Islands,2020-05-03,3754,33,32,0,0,0,0,0,6,0,0,0,1075,0,21,0,0,0
Andaman and Nicobar Islands,2020-05-04,3754,33,32,0,0,0,0,0,0,0,0,0,906,0,21,0,0,0
Andaman and Nicobar Islands,2020-05-05,3754,33,32,0,0,0,0,0,0,0,0,0,906,0,17,0,0,0
Andaman and Nicobar Islands,2020-05-06,3754,33,32,0,0,0,0,0,0,0,0,0,906,0,17,0,0,0
Andaman and Nicobar Islands,2020-05-07,3754,33,33,0,0,0,0,0,1,0,0,0,906,0,17,0,0,0
Andaman and Nicobar Islands,2020-05-08,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Andaman and Nicobar Islands,2020-05-09,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Andaman and Nicobar Islands,2020-05-10,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andaman and Nicobar Islands,2020-05-11,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andaman and Nicobar Islands,2020-05-12,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andaman and Nicobar Islands,2020-05-13,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andaman and Nicobar Islands,2020-05-14,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-15,3754,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-16,6677,33,33,0,0,0,2923,0,0,0,0,0,2923,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-17,6677,33,33,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-18,6677,33,33,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-19,6965,33,33,0,0,0,288,0,0,0,0,0,3211,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-20,7082,33,33,0,0,0,117,0,0,0,0,0,3328,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-21,7167,33,33,0,0,0,85,0,0,0,0,0,3413,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-22,7263,33,33,0,0,0,96,0,0,0,0,0,3509,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-23,7327,33,33,0,0,0,64,0,0,0,0,0,650,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-24,7327,33,33,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-25,7363,33,33,0,0,0,36,0,0,0,0,0,686,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-26,7448,33,33,0,0,0,85,0,0,0,0,0,483,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-27,7499,33,33,0,0,0,51,0,0,0,0,0,417,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-28,7519,33,33,0,0,0,20,0,0,0,0,0,352,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-29,7567,33,33,0,0,0,48,0,0,0,0,0,304,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-30,7567,33,33,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0
Andaman and Nicobar Islands,2020-05-31,7706,33,33,0,0,0,139,0,0,0,0,0,379,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-01,7805,33,33,0,0,0,99,0,0,0,0,0,442,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-02,8086,33,33,0,0,0,281,0,0,0,0,0,638,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-03,8295,33,33,0,0,0,209,0,0,0,0,0,796,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-04,8413,33,33,0,0,0,118,0,0,0,0,0,894,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-05,8694,33,33,0,0,0,281,0,0,0,0,0,1127,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-06,9037,33,33,0,0,0,343,0,0,0,0,0,1470,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-07,9242,33,33,0,0,0,205,0,0,0,0,0,1536,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-08,9341,33,33,0,0,0,99,0,0,0,0,0,1536,0,0,0,0,0
Andaman and Nicobar Islands,2020-06-09,9859,34,33,0,0,0,518,1,0,0,0,0,1773,1,0,0,0,0
Andaman and Nicobar Islands,2020-06-10,10010,35,33,0,0,0,151,1,0,0,0,0,1715,2,0,0,0,0
Andaman and Nicobar Islands,2020-06-11,10226,38,33,0,0,0,216,3,0,0,0,0,1813,5,0,0,0,0
Andaman and Nicobar Islands,2020-06-12,10697,38,33,0,0,0,471,0,0,0,0,0,2003,5,0,0,0,0
Andaman and Nicobar Islands,2020-06-13,10955,38,33,0,0,0,258,0,0,0,0,0,1918,5,0,0,0,0
Andaman and Nicobar Islands,2020-06-14,11356,40,33,0,0,0,401,2,0,0,0,0,2114,7,0,0,0,0
Andaman and Nicobar Islands,2020-06-15,11518,41,33,0,0,0,162,1,0,0,0,0,2177,8,0,0,0,0
Andaman and Nicobar Islands,2020-06-16,11809,44,33,0,0,0,291,3,0,0,0,0,1950,10,0,0,0,0
Andaman and Nicobar Islands,2020-06-17,12239,44,33,0,0,0,430,0,0,0,0,0,2229,9,0,0,0,0
Andaman and Nicobar Islands,2020-06-18,12622,45,35,0,0,0,383,1,2,0,0,0,2396,7,2,0,0,0
Andaman and Nicobar Islands,2020-06-19,12930,47,35,0,0,0,308,2,0,0,0,0,2233,9,2,0,0,0
Andaman and Nicobar Islands,2020-06-20,13320,47,35,0,0,0,390,0,0,0,0,0,2365,9,2,0,0,0
Andaman and Nicobar Islands,2020-06-21,13434,48,37,0,0,0,114,1,2,0,0,0,2078,8,4,0,0,0
Andaman and Nicobar Islands,2020-06-22,13511,48,37,0,0,0,77,0,0,0,0,0,1993,7,4,0,0,0
Andaman and Nicobar Islands,2020-06-23,13723,50,40,0,0,0,212,2,3,0,0,0,1914,6,7,0,0,0
Andaman and Nicobar Islands,2020-06-24,13994,56,41,0,0,0,271,6,1,0,0,0,1755,12,8,0,0,0
Andaman and Nicobar Islands,2020-06-25,14277,58,41,0,0,0,283,2,0,0,0,0,1655,13,6,0,0,0
Andaman and Nicobar Islands,2020-06-26,14583,72,43,0,0,0,306,14,2,0,0,0,1653,25,8,0,0,0
Andaman and Nicobar Islands,2020-06-27,14851,72,43,0,0,0,268,0,0,0,0,0,1531,25,8,0,0,0
Andaman and Nicobar Islands,2020-06-28,15094,83,45,0,0,0,243,11,2,0,0,0,1660,35,8,0,0,0
Andaman and Nicobar Islands,2020-06-29,15410,90,45,0,0,0,316,7,0,0,0,0,1899,42,8,0,0,0
Andaman and Nicobar Islands,2020-06-30,15709,97,45,0,0,0,299,7,0,0,0,0,1986,47,5,0,0,0
Andaman and Nicobar Islands,2020-07-01,15982,100,50,0,0,0,273,3,5,0,0,0,1988,44,9,0,0,0
Andaman and Nicobar Islands,2020-07-02,16278,109,51,0,0,0,296,9,1,0,0,0,2001,51,10,0,0,0
Andaman and Nicobar Islands,2020-07-03,16626,116,54,0,0,0,348,7,3,0,0,0,2043,44,11,0,0,0
Andaman and Nicobar Islands,2020-07-04,16832,119,66,0,0,0,206,3,12,0,0,0,1981,47,23,0,0,0
Andaman and Nicobar Islands,2020-07-05,16909,125,72,0,0,0,77,6,6,0,0,0,1815,42,27,0,0,0
Andaman and Nicobar Islands,2020-07-06,17095,141,74,0,0,0,186,16,2,0,0,0,1685,51,29,0,0,0
Andaman and Nicobar Islands,2020-07-07,17381,147,74,0,0,0,286,6,0,0,0,0,1672,50,29,0,0,0
Andaman and Nicobar Islands,2020-07-08,17643,149,74,0,0,0,262,2,0,0,0,0,1661,49,24,0,0,0
Andaman and Nicobar Islands,2020-07-09,17852,156,83,0,0,0,209,7,9,0,0,0,1574,47,32,0,0,0
Andaman and Nicobar Islands,2020-07-10,18046,156,92,0,0,0,194,0,9,0,0,0,1420,40,38,0,0,0
Andaman and Nicobar Islands,2020-07-11,18315,156,92,0,0,0,269,0,0,0,0,0,1483,37,26,0,0,0
Andaman and Nicobar Islands,2020-07-12,18447,163,100,0,0,0,132,7,8,0,0,0,1538,38,28,0,0,0
Andaman and Nicobar Islands,2020-07-13,18609,166,109,0,0,0,162,3,9,0,0,0,1514,25,35,0,0,0
Andaman and Nicobar Islands,2020-07-14,18884,171,129,0,0,0,275,5,20,0,0,0,1503,24,55,0,0,0
Andaman and Nicobar Islands,2020-07-15,19061,176,130,0,0,0,177,5,1,0,0,0,1418,27,56,0,0,0
Andaman and Nicobar Islands,2020-07-16,19227,180,133,0,0,0,166,4,3,0,0,0,1375,24,50,0,0,0
Andaman and Nicobar Islands,2020-07-17,19421,184,142,0,0,0,194,4,9,0,0,0,1375,28,50,0,0,0
Andaman and Nicobar Islands,2020-07-18,19671,188,145,0,0,0,250,4,3,0,0,0,1356,32,53,0,0,0
Andaman and Nicobar Islands,2020-07-19,19904,203,145,0,0,0,233,15,0,0,0,0,1457,40,45,0,0,0
Andaman and Nicobar Islands,2020-07-20,20301,207,151,0,0,0,397,4,6,0,0,0,1692,41,42,0,0,0
Andaman and Nicobar Islands,2020-07-21,20642,212,159,0,0,0,341,5,8,0,0,0,1758,41,30,0,0,0
Andaman and Nicobar Islands,2020-07-22,21043,221,163,0,0,0,401,9,4,0,0,0,1982,45,33,0,0,0
Andaman and Nicobar Islands,2020-07-23,21310,240,170,0,0,0,267,19,7,0,0,0,2083,60,37,0,0,0
Andaman and Nicobar Islands,2020-07-24,21743,259,174,0,0,0,433,19,4,0,0,0,2322,75,32,0,0,0
Andaman and Nicobar Islands,2020-07-25,21965,290,176,0,0,0,222,31,2,0,0,0,2294,102,31,0,0,0
Andaman and Nicobar Islands,2020-07-26,22049,318,180,0,0,0,84,28,4,0,0,0,2145,115,35,0,0,0
Andaman and Nicobar Islands,2020-07-27,22548,338,192,1,0,0,499,20,12,1,0,0,2247,131,41,1,0,0
Andaman and Nicobar Islands,2020-07-28,22925,363,196,1,0,0,377,25,4,0,0,0,2283,151,37,1,0,0
Andaman and Nicobar Islands,2020-07-29,23217,428,201,2,0,0,292,65,5,1,0,0,2174,207,38,2,0,0
Andaman and Nicobar Islands,2020-07-30,23615,470,201,3,0,0,398,42,0,1,0,0,2305,230,31,3,0,0
Andaman and Nicobar Islands,2020-07-31,24038,548,214,5,0,0,423,78,13,2,0,0,2295,289,40,5,0,0
Andaman and Nicobar Islands,2020-08-01,24308,636,226,7,0,0,270,88,12,2,0,0,2343,346,50,7,0,0
Andaman and Nicobar Islands,2020-08-02,24580,734,242,8,0,0,272,98,16,1,0,0,2531,416,62,8,0,0
Andaman and Nicobar Islands,2020-08-03,25034,830,263,10,0,0,454,96,21,2,0,0,2486,492,71,9,0,0
Andaman and Nicobar Islands,2020-08-04,25492,928,277,12,0,0,458,98,14,2,0,0,2567,565,81,11,0,0
Andaman and Nicobar Islands,2020-08-05,25826,1027,326,14,0,0,334,99,49,2,0,0,2609,599,125,12,0,0
Andaman and Nicobar Islands,2020-08-06,26516,1123,355,16,0,0,690,96,29,2,0,0,2901,653,154,13,0,0
Andaman and Nicobar Islands,2020-08-07,26915,1222,425,19,0,0,399,99,70,3,0,0,2877,674,211,14,0,0
Andaman and Nicobar Islands,2020-08-08,27073,1351,500,20,0,0,158,129,75,1,0,0,2765,715,274,13,0,0
Andaman and Nicobar Islands,2020-08-09,27103,1490,648,20,0,0,30,139,148,0,0,0,2523,756,406,12,0,0
Andaman and Nicobar Islands,2020-08-10,27346,1625,709,20,0,0,243,135,61,0,0,0,2312,795,446,10,0,0
Andaman and Nicobar Islands,2020-08-11,27455,1764,749,21,0,0,109,139,40,1,0,0,1963,836,472,9,0,0
Andaman and Nicobar Islands,2020-08-12,27744,1900,829,21,0,0,289,136,80,0,0,0,1918,873,503,7,0,0
Andaman and Nicobar Islands,2020-08-13,27973,2037,924,22,0,0,229,137,95,1,0,0,1457,914,569,6,0,0
Andaman and Nicobar Islands,2020-08-14,28129,2186,1032,24,0,0,156,149,108,2,0,0,1214,964,607,5,0,0
Andaman and Nicobar Islands,2020-08-15,28209,2306,1128,24,0,0,80,120,96,0,0,0,1136,955,628,4,0,0
Andaman and Nicobar Islands,2020-08-16,28229,2399,1226,28,0,0,20,93,98,4,0,0,1126,909,578,8,0,0
Andaman and Nicobar Islands,2020-08-17,28672,2445,1325,29,0,0,443,46,99,1,0,0,1326,820,616,9,0,0
Andaman and Nicobar Islands,2020-08-18,28937,2529,1421,30,0,0,265,84,96,1,0,0,1482,765,672,9,0,0
Andaman and Nicobar Islands,2020-08-19,29303,2604,1529,30,0,0,366,75,108,0,0,0,1559,704,700,9,0,0
Andaman and Nicobar Islands,2020-08-20,29487,2680,1638,31,0,0,184,76,109,1,0,0,1514,643,714,9,0,0
Andaman and Nicobar Islands,2020-08-21,29573,2747,1744,32,0,0,86,67,106,1,0,0,1444,561,712,8,0,0
Andaman and Nicobar Islands,2020-08-22,29888,2808,1853,32,0,0,315,61,109,0,0,0,1679,502,725,8,0,0
Andaman and Nicobar Islands,2020-08-23,30278,2860,1963,33,0,0,390,52,110,1,0,0,2049,461,737,5,0,0
Andaman and Nicobar Islands,2020-08-24,30513,2904,2092,35,0,0,235,44,129,2,0,0,1841,459,767,6,0,0
Andaman and Nicobar Islands,2020-08-25,31082,2945,2231,37,0,0,569,41,139,2,0,0,2145,416,810,7,0,0
Andaman and Nicobar Islands,2020-08-26,31646,2985,2309,41,0,0,564,40,78,4,0,0,2343,381,780,11,0,0
Andaman and Nicobar Islands,2020-08-27,31830,3018,2374,42,0,0,184,33,65,1,0,0,2343,338,736,11,0,0
Andaman and Nicobar Islands,2020-08-28,32100,3050,2444,42,0,0,270,32,70,0,0,0,2527,303,700,10,0,0
Andaman and Nicobar Islands,2020-08-29,32407,3081,2519,44,0,0,307,31,75,2,0,0,2519,273,666,12,0,0
Andaman and Nicobar Islands,2020-08-30,32674,3104,2586,45,0,0,267,23,67,1,0,0,2396,244,623,12,0,0
Andaman and Nicobar Islands,2020-08-31,33485,3132,2647,46,0,0,811,28,61,1,0,0,2972,228,555,11,0,0
Andaman and Nicobar Islands,2020-09-01,35104,3160,2714,46,0,0,1619,28,67,0,0,0,4022,215,483,9,0,0
Andaman and Nicobar Islands,2020-09-02,36136,3186,2758,47,0,0,1032,26,44,1,0,0,4490,201,449,6,0,0
Andaman and Nicobar Islands,2020-09-03,37075,3223,2823,48,0,0,939,37,65,1,0,0,5245,205,449,6,0,0
Andaman and Nicobar Islands,2020-09-04,37825,3257,2863,49,0,0,750,34,40,1,0,0,5725,207,419,7,0,0
Andaman and Nicobar Islands,2020-09-05,38574,3292,2904,50,0,0,749,35,41,1,0,0,6167,211,385,6,0,0
Andaman and Nicobar Islands,2020-09-06,39205,3332,2951,50,0,0,631,40,47,0,0,0,6531,228,365,5,0,0
Andaman and Nicobar Islands,2020-09-07,39995,3359,2997,50,0,0,790,27,46,0,0,0,6510,227,350,4,0,0
Andaman and Nicobar Islands,2020-09-08,41039,3392,3035,50,0,0,1044,33,38,0,0,0,5935,232,321,4,0,0
Andaman and Nicobar Islands,2020-09-09,41776,3426,3078,51,0,0,737,34,43,1,0,0,5640,240,320,4,0,0
Andaman and Nicobar Islands,2020-09-10,42792,3465,3121,51,0,0,1016,39,43,0,0,0,5717,242,298,3,0,0
Andaman and Nicobar Islands,2020-09-11,43680,3494,3157,51,0,0,888,29,36,0,0,0,5855,237,294,2,0,0
Andaman and Nicobar Islands,2020-09-12,44570,3521,3202,51,0,0,890,27,45,0,0,0,5996,229,298,1,0,0
Andaman and Nicobar Islands,2020-09-13,45279,3546,3243,51,0,0,709,25,41,0,0,0,6074,214,292,1,0,0
Andaman and Nicobar Islands,2020-09-14,45987,3557,3278,52,0,0,708,11,35,1,0,0,5992,198,281,2,0,0
Andaman and Nicobar Islands,2020-09-15,46823,3574,3318,52,0,0,836,17,40,0,0,0,5784,182,283,2,0,0
Andaman and Nicobar Islands,2020-09-16,47794,3593,3345,52,0,0,971,19,27,0,0,0,6018,167,267,1,0,0
Andaman and Nicobar Islands,2020-09-17,48861,3604,3378,52,0,0,1067,11,33,0,0,0,6069,139,257,1,0,0
Andaman and Nicobar Islands,2020-09-18,50035,3631,3414,52,0,0,1174,27,36,0,0,0,6355,137,257,1,0,0
Andaman and Nicobar Islands,2020-09-19,50681,3644,3436,52,0,0,646,13,22,0,0,0,6111,123,234,1,0,0
Andaman and Nicobar Islands,2020-09-20,51262,3651,3451,52,0,0,581,7,15,0,0,0,5983,105,208,1,0,0
Andaman and Nicobar Islands,2020-09-21,52220,3673,3469,52,0,0,958,22,18,0,0,0,6233,116,191,0,0,0
Andaman and Nicobar Islands,2020-09-22,52845,3691,3479,52,0,0,625,18,10,0,0,0,6022,117,161,0,0,0
Andaman and Nicobar Islands,2020-09-23,53591,3712,3494,52,0,0,746,21,15,0,0,0,5797,119,149,0,0,0
Andaman and Nicobar Islands,2020-09-24,52992,3744,3503,52,0,0,-599,32,9,0,0,0,4131,140,125,0,0,0
Andaman and Nicobar Islands,2020-09-25,55169,3759,3528,52,0,0,2177,15,25,0,0,0,5134,128,114,0,0,0
Andaman and Nicobar Islands,2020-09-26,56059,3774,3551,52,0,0,890,15,23,0,0,0,5378,130,115,0,0,0
Andaman and Nicobar Islands,2020-09-27,56661,3794,3553,53,0,0,602,20,2,1,0,0,5399,143,102,1,0,0
Andaman and Nicobar Islands,2020-09-28,57343,3803,3582,53,0,0,682,9,29,0,0,0,5123,130,113,1,0,0
Andaman and Nicobar Islands,2020-09-29,58135,3821,3587,53,0,0,792,18,5,0,0,0,5290,130,108,1,0,0
Andaman and Nicobar Islands,2020-09-30,58763,3835,3608,53,0,0,628,14,21,0,0,0,5172,123,114,1,0,0
Andaman and Nicobar Islands,2020-10-01,59676,3848,3623,53,0,0,913,13,15,0,0,0,6684,104,120,1,0,0
Andaman and Nicobar Islands,2020-10-02,60437,3858,3631,53,0,0,761,10,8,0,0,0,5268,99,103,1,0,0
Andaman and Nicobar Islands,2020-10-03,61231,3868,3642,53,0,0,794,10,11,0,0,0,5172,94,91,1,0,0
Andaman and Nicobar Islands,2020-10-04,62103,3884,3649,53,0,0,872,16,7,0,0,0,5442,90,96,0,0,0
Andaman and Nicobar Islands,2020-10-05,63009,3899,3659,54,0,0,906,15,10,1,0,0,5666,96,77,1,0,0
Andaman and Nicobar Islands,2020-10-06,63790,3912,3678,54,0,0,781,13,19,0,0,0,5655,91,91,1,0,0
Andaman and Nicobar Islands,2020-10-07,65111,3935,3696,54,0,0,1321,23,18,0,0,0,6348,100,88,1,0,0
Andaman and Nicobar Islands,2020-10-08,66244,3952,3707,55,0,0,1133,17,11,1,0,0,6568,104,84,2,0,0
Andaman and Nicobar Islands,2020-10-09,67332,3976,3724,55,0,0,1088,24,17,0,0,0,6895,118,93,2,0,0
Andaman and Nicobar Islands,2020-10-10,68464,3992,3744,55,0,0,1132,16,20,0,0,0,7233,124,102,2,0,0
Andaman and Nicobar Islands,2020-10-11,69146,4005,3764,55,0,0,682,13,20,0,0,0,7043,121,115,2,0,0
Andaman and Nicobar Islands,2020-10-12,69932,4023,3770,55,0,0,786,18,6,0,0,0,6923,124,111,1,0,0
Andaman and Nicobar Islands,2020-10-13,70780,4036,3782,55,0,0,848,13,12,0,0,0,6990,124,104,1,0,0
Andaman and Nicobar Islands,2020-10-14,71624,4046,3796,55,0,0,844,10,14,0,0,0,6513,111,100,1,0,0
Andaman and Nicobar Islands,2020-10-15,72525,4062,3817,55,0,0,901,16,21,0,0,0,6281,110,110,0,0,0
Andaman and Nicobar Islands,2020-10-16,73363,4072,3831,56,0,0,838,10,14,1,0,0,6031,96,107,1,0,0
Andaman and Nicobar Islands,2020-10-17,74277,4083,3848,56,0,0,914,11,17,0,0,0,5813,91,104,1,0,0
Andaman and Nicobar Islands,2020-10-18,75030,4108,3868,56,0,0,753,25,20,0,0,0,5884,103,104,1,0,0
Andaman and Nicobar Islands,2020-10-19,75977,4126,3892,56,0,0,947,18,24,0,0,0,6045,103,122,1,0,0
Andaman and Nicobar Islands,2020-10-20,77200,4141,3902,56,0,0,1223,15,10,0,0,0,6420,105,120,1,0,0
Andaman and Nicobar Islands,2020-10-21,78303,4168,3913,56,0,0,1103,27,11,0,0,0,6679,122,117,1,0,0
Andaman and Nicobar Islands,2020-10-22,79301,4184,3937,57,0,0,998,16,24,1,0,0,6776,122,120,2,0,0
Andaman and Nicobar Islands,2020-10-23,80768,4207,3945,58,0,0,1467,23,8,1,0,0,7405,135,114,2,0,0
Andaman and Nicobar Islands,2020-10-24,81880,4225,3968,58,0,0,1112,18,23,0,0,0,7603,142,120,2,0,0
Andaman and Nicobar Islands,2020-10-25,82626,4245,3983,58,0,0,746,20,15,0,0,0,7596,137,115,2,0,0
Andaman and Nicobar Islands,2020-10-26,83115,4253,3997,58,0,0,489,8,14,0,0,0,7138,127,105,2,0,0
Andaman and Nicobar Islands,2020-10-27,84308,4274,4019,58,0,0,1193,21,22,0,0,0,7108,133,117,2,0,0
Andaman and Nicobar Islands,2020-10-28,85378,4289,4039,58,0,0,1070,15,20,0,0,0,7075,121,126,2,0,0
Andaman and Nicobar Islands,2020-10-29,86715,4305,4054,59,0,0,1337,16,15,1,0,0,7414,121,117,2,0,0
Andaman and Nicobar Islands,2020-10-30,87789,4317,4076,59,0,0,1074,12,22,0,0,0,7021,110,131,1,0,0
Andaman and Nicobar Islands,2020-10-31,88453,4332,4100,59,0,0,664,15,24,0,0,0,6573,107,132,1,0,0
Andaman and Nicobar Islands,2020-11-01,89559,4340,4112,60,0,0,1106,8,12,1,0,0,6933,95,129,2,0,0
Andaman and Nicobar Islands,2020-11-02,90901,4352,4132,60,0,0,1342,12,20,0,0,0,7786,99,135,2,0,0
Andaman and Nicobar Islands,2020-11-03,92249,4372,4153,60,0,0,1348,20,21,0,0,0,7941,98,134,2,0,0
Andaman and Nicobar Islands,2020-11-04,93406,4389,4163,60,0,0,1157,17,10,0,0,0,8028,100,124,2,0,0
Andaman and Nicobar Islands,2020-11-05,94639,4403,4175,60,0,0,1233,14,12,0,0,0,7924,98,121,1,0,0
Andaman and Nicobar Islands,2020-11-06,96214,4420,4194,60,0,0,1575,17,19,0,0,0,8425,103,118,1,0,0
Andaman and Nicobar Islands,2020-11-07,97603,4441,4206,60,0,0,1389,21,12,0,0,0,9150,109,106,1,0,0
Andaman and Nicobar Islands,2020-11-08,98812,4450,4221,60,0,0,1209,9,15,0,0,0,9253,110,109,0,0,0
Andaman and Nicobar Islands,2020-11-09,100025,4463,4239,60,0,0,1213,13,18,0,0,0,9124,111,107,0,0,0
Andaman and Nicobar Islands,2020-11-10,101226,4477,4255,60,0,0,1201,14,16,0,0,0,8977,105,102,0,0,0
Andaman and Nicobar Islands,2020-11-11,102433,4494,4267,60,0,0,1207,17,12,0,0,0,9027,105,104,0,0,0
